elu,10,0.9792926439880506,0.10253654054680383,1.0110086859141807,0.09643002593410799,0.007155591473629932,0.9237669304051722,6
elu,20,0.9813526264378367,0.10064868916024683,1.0101381269354999,0.09720807162723488,0.00811008065471137,0.9135981497478299,6
elu,40,0.979908835313061,0.10197183784876573,1.0083471088385432,0.09880876032354946,0.008397928010229455,0.9105315286911689,6
elu,60,0.9792153117194502,0.1026074109712184,1.0080588059603377,0.09906642559172452,0.008664485680767681,0.9076917201967821,6
elu,80,0.9823187592552318,0.09976328589911376,1.0071000594312172,0.09992328724733901,0.009804495150137161,0.8955464738481781,6
elu,100,0.9765030598728406,0.10509302846269042,1.0063948182890827,0.10055358323726171,0.007929354287806084,0.9155235427438784,6
elu,140,0.9788431202710948,0.10294850229552333,1.0052079398424798,0.10161433349802396,0.008222490334722877,0.9124005778921658,6
elu,180,0.9835195405226261,0.09866284129055047,1.0071819255305394,0.09985012096274426,0.009809159306205968,0.8954967836254335,6
elu,250,0.9835821704608501,0.09860544467742494,1.0074745803669667,0.09958856621386314,0.009328124526820726,0.9006215532478397,6
elu,300,0.9815257323052394,0.10049004792918625,1.0050532508522492,0.10175258386999242,0.010753627904208023,0.8854347586164658,6
