elu,elu,elu,80,140,10,0.9828546440688358,0.09927217934211263,0.9995988144285067,0.10662738370763036,0.007753396776031598,0.9173981300914471,6
elu,elu,elu,80,140,20,0.9821608278817815,0.09990802060905268,1.0024850195240456,0.10404789225551991,0.010499096589516123,0.8881464426887717,6
elu,elu,elu,80,140,40,0.9826939293593231,0.09941946481399866,0.9990288788754946,0.10713675287530344,0.008572892859268573,0.908667516811424,6
elu,elu,elu,80,140,60,0.9792483846094656,0.10257710163470946,1.0019948667873486,0.10448595703355412,0.009055873627504445,0.903522015331417,6
elu,elu,elu,80,140,80,0.9804085998075246,0.10151383341580422,0.999972513836391,0.10629339689921324,0.01214612445510747,0.870599606712325,6
elu,elu,elu,80,140,100,0.9810219733910378,0.10095171301024786,0.9970688591460688,0.10888848359805636,0.010497007152745978,0.8881687027883456,6
elu,elu,elu,80,140,140,0.0,0.0,0.0,0.0,0.0,0.0,6
elu,elu,elu,80,140,180,0.0,0.0,0.0,0.0,0.0,0.0,6
elu,elu,elu,80,140,250,0.0,0.0,0.0,0.0,0.0,0.0,6
elu,elu,elu,80,140,300,0.9872563962654873,0.09523823527205921,0.9997535191164777,0.10648911930610205,0.01609813555352065,0.8284963175271988,6
