elu,elu,elu,10,80,10,0.9762200583550602,0.10535238252068002,1.010056705418311,0.09728084057492037,0.011133356916381886,0.881389263800432,6
elu,elu,elu,10,80,20,0.9866688790789626,0.09577665982772565,1.0043815945705026,0.10235286402340193,0.009833224572746622,0.8952404010264865,6
elu,elu,elu,10,80,40,0.984824592865942,0.09746683844299509,1.0054355405056075,0.10141091969145144,0.00991395998389071,0.8943802753137211,6
elu,elu,elu,10,80,60,0.9805617899200951,0.10137344378944935,1.0002424773006042,0.10605212213693238,0.009781622862649601,0.8957901468820926,6
elu,elu,elu,10,80,80,0.984764963421928,0.09752148528164817,1.0005984936841796,0.10573393919849072,0.010824767237267835,0.8846768660302186,6
elu,elu,elu,10,80,100,0.9847175692980005,0.09756491917720422,0.9999611122746207,0.10630358683033514,0.012415387025482895,0.8677309811986469,6
elu,elu,elu,10,80,140,0.9811777413937344,0.1008089609009265,1.0035856155117426,0.10306425531756314,0.010445997486631603,0.8887121412226436,6
elu,elu,elu,10,80,180,0.9864181879828913,0.09600640330605714,1.004523449720092,0.102226083654824,0.009298530157782064,0.9009368408942703,6
elu,elu,elu,10,80,250,1.0019261472730232,0.08179428103696462,1.0155919485952107,0.09233382122337319,0.02330386928752091,0.751729050523458,6
elu,elu,elu,10,80,300,0.9868902988579203,0.09557374177045774,1.0017768862104055,0.10468077306926127,0.011560871618165209,0.8768346776234591,6
